model,manufacturer,panels_fit,total_area_m2, est_cost_total_gbp,annual_kwh_array,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Tiger Neo (JKM580-605N / 72HL4),Jinko Solar,2491,6434.880732,58289.4,45485597.944,1623391.711,2327882.454,3614343.81,4471984.714,5360255.65,5819706.134,6034116.36,5574665.876,4441354.681,3001743.164,1837801.937,1378351.453
