# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 51.750, -1.274 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Europe/London, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC
# {"units": {"time": "UTC", "local_time": "Europe/London", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC"}, "params": {"local_time": "true", "header": "true", "lat": "51.7500805", "lon": "-1.2737942", "date_from": "2019-01-01", "date_to": "2019-12-31", "dataset": "merra2", "capacity": "1482.145", "system_loss": "0.3", "tracking": "0", "tilt": "37", "azim": "180", "raw": "true"}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2019-01-01 00:00,2019-01-01 00:00,0,0,0,5.952
2019-01-01 01:00,2019-01-01 01:00,0,0,0,5.833
2019-01-01 02:00,2019-01-01 02:00,0,0,0,5.697
2019-01-01 03:00,2019-01-01 03:00,0,0,0,5.934
2019-01-01 04:00,2019-01-01 04:00,0,0,0,6.206
2019-01-01 05:00,2019-01-01 05:00,0,0,0,6.341
2019-01-01 06:00,2019-01-01 06:00,0,0,0,6.440
2019-01-01 07:00,2019-01-01 07:00,0,0,0,6.518
2019-01-01 08:00,2019-01-01 08:00,0,0.001,0.004,6.719
2019-01-01 09:00,2019-01-01 09:00,16.867,0.005,0.030,7.179
2019-01-01 10:00,2019-01-01 10:00,50.774,0.010,0.059,7.844
2019-01-01 11:00,2019-01-01 11:00,102.361,0.028,0.093,8.589
2019-01-01 12:00,2019-01-01 12:00,128.008,0.043,0.103,9.111
2019-01-01 13:00,2019-01-01 13:00,148.025,0.067,0.098,9.251
2019-01-01 14:00,2019-01-01 14:00,91.201,0.045,0.064,8.792
2019-01-01 15:00,2019-01-01 15:00,21.108,0.020,0.019,7.256
2019-01-01 16:00,2019-01-01 16:00,0,0,0,5.401
2019-01-01 17:00,2019-01-01 17:00,0,0,0,4.022
2019-01-01 18:00,2019-01-01 18:00,0,0,0,3.134
2019-01-01 19:00,2019-01-01 19:00,0,0,0,2.392
2019-01-01 20:00,2019-01-01 20:00,0,0,0,1.861
2019-01-01 21:00,2019-01-01 21:00,0,0,0,1.809
2019-01-01 22:00,2019-01-01 22:00,0,0,0,1.984
2019-01-01 23:00,2019-01-01 23:00,0,0,0,1.915
2019-01-02 00:00,2019-01-02 00:00,0,0,0,1.073
2019-01-02 01:00,2019-01-02 01:00,0,0,0,0.506
2019-01-02 02:00,2019-01-02 02:00,0,0,0,0.124
2019-01-02 03:00,2019-01-02 03:00,0,0,0,-0.131
2019-01-02 04:00,2019-01-02 04:00,0,0,0,-0.593
2019-01-02 05:00,2019-01-02 05:00,0,0,0,-0.925
2019-01-02 06:00,2019-01-02 06:00,0,0,0,-1.275
2019-01-02 07:00,2019-01-02 07:00,0,0,0,-1.688
2019-01-02 08:00,2019-01-02 08:00,28.293,0.033,0.013,-1.773
2019-01-02 09:00,2019-01-02 09:00,240.478,0.192,0.052,-0.234
2019-01-02 10:00,2019-01-02 10:00,444.959,0.379,0.067,1.003
2019-01-02 11:00,2019-01-02 11:00,497.727,0.426,0.077,2.371
2019-01-02 12:00,2019-01-02 12:00,475.975,0.403,0.082,4.052
2019-01-02 13:00,2019-01-02 13:00,381.748,0.311,0.078,4.571
2019-01-02 14:00,2019-01-02 14:00,223.193,0.172,0.060,4.045
2019-01-02 15:00,2019-01-02 15:00,50.754,0.049,0.020,1.984
2019-01-02 16:00,2019-01-02 16:00,0,0,0,0.721
2019-01-02 17:00,2019-01-02 17:00,0,0,0,0.502
2019-01-02 18:00,2019-01-02 18:00,0,0,0,0.398
2019-01-02 19:00,2019-01-02 19:00,0,0,0,0.400
2019-01-02 20:00,2019-01-02 20:00,0,0,0,0.468
2019-01-02 21:00,2019-01-02 21:00,0,0,0,0.449
2019-01-02 22:00,2019-01-02 22:00,0,0,0,0.197
2019-01-02 23:00,2019-01-02 23:00,0,0,0,-0.144
2019-01-03 00:00,2019-01-03 00:00,0,0,0,-0.379
2019-01-03 01:00,2019-01-03 01:00,0,0,0,-0.549
2019-01-03 02:00,2019-01-03 02:00,0,0,0,-0.740
2019-01-03 03:00,2019-01-03 03:00,0,0,0,-0.879
2019-01-03 04:00,2019-01-03 04:00,0,0,0,-0.829
2019-01-03 05:00,2019-01-03 05:00,0,0,0,-0.786
2019-01-03 06:00,2019-01-03 06:00,0,0,0,-0.738
2019-01-03 07:00,2019-01-03 07:00,0,0,0,-0.623
2019-01-03 08:00,2019-01-03 08:00,13.699,0.018,0.013,-0.255
2019-01-03 09:00,2019-01-03 09:00,140.563,0.093,0.059,1.053
2019-01-03 10:00,2019-01-03 10:00,295.373,0.211,0.088,2.180
2019-01-03 11:00,2019-01-03 11:00,386.830,0.291,0.100,3.607
2019-01-03 12:00,2019-01-03 12:00,302.622,0.200,0.109,4.018
2019-01-03 13:00,2019-01-03 13:00,213.874,0.127,0.096,3.951
2019-01-03 14:00,2019-01-03 14:00,124.937,0.074,0.065,3.512
2019-01-03 15:00,2019-01-03 15:00,28.214,0.025,0.021,2.191
2019-01-03 16:00,2019-01-03 16:00,0,0,0,1.189
2019-01-03 17:00,2019-01-03 17:00,0,0,0,0.346
2019-01-03 18:00,2019-01-03 18:00,0,0,0,-0.591
2019-01-03 19:00,2019-01-03 19:00,0,0,0,-1.161
2019-01-03 20:00,2019-01-03 20:00,0,0,0,-1.307
2019-01-03 21:00,2019-01-03 21:00,0,0,0,-1.404
2019-01-03 22:00,2019-01-03 22:00,0,0,0,-1.636
2019-01-03 23:00,2019-01-03 23:00,0,0,0,-1.044
2019-01-04 00:00,2019-01-04 00:00,0,0,0,-0.923
2019-01-04 01:00,2019-01-04 01:00,0,0,0,-1.659
2019-01-04 02:00,2019-01-04 02:00,0,0,0,-2.322
2019-01-04 03:00,2019-01-04 03:00,0,0,0,-2.424
2019-01-04 04:00,2019-01-04 04:00,0,0,0,-2.117
2019-01-04 05:00,2019-01-04 05:00,0,0,0,-2.200
2019-01-04 06:00,2019-01-04 06:00,0,0,0,-2.465
2019-01-04 07:00,2019-01-04 07:00,0,0,0,-2.715
2019-01-04 08:00,2019-01-04 08:00,34.945,0.037,0.014,-2.720
2019-01-04 09:00,2019-01-04 09:00,167.892,0.117,0.059,-1.178
2019-01-04 10:00,2019-01-04 10:00,242.647,0.156,0.090,-0.246
2019-01-04 11:00,2019-01-04 11:00,316.480,0.212,0.106,0.883
2019-01-04 12:00,2019-01-04 12:00,314.606,0.210,0.108,1.934
2019-01-04 13:00,2019-01-04 13:00,265.339,0.177,0.093,1.956
2019-01-04 14:00,2019-01-04 14:00,253.578,0.195,0.063,1.095
2019-01-04 15:00,2019-01-04 15:00,72.988,0.065,0.023,-1.309
2019-01-04 16:00,2019-01-04 16:00,0,0,0,-2.588
2019-01-04 17:00,2019-01-04 17:00,0,0,0,-2.662
2019-01-04 18:00,2019-01-04 18:00,0,0,0,-2.546
2019-01-04 19:00,2019-01-04 19:00,0,0,0,-2.376
2019-01-04 20:00,2019-01-04 20:00,0,0,0,-2.125
2019-01-04 21:00,2019-01-04 21:00,0,0,0,-1.639
2019-01-04 22:00,2019-01-04 22:00,0,0,0,-1.312
2019-01-04 23:00,2019-01-04 23:00,0,0,0,-1.182
2019-01-05 00:00,2019-01-05 00:00,0,0,0,-0.994
2019-01-05 01:00,2019-01-05 01:00,0,0,0,-0.819
2019-01-05 02:00,2019-01-05 02:00,0,0,0,-0.802
2019-01-05 03:00,2019-01-05 03:00,0,0,0,-0.814
2019-01-05 04:00,2019-01-05 04:00,0,0,0,-0.771
2019-01-05 05:00,2019-01-05 05:00,0,0,0,-0.733
2019-01-05 06:00,2019-01-05 06:00,0,0,0,-0.768
2019-01-05 07:00,2019-01-05 07:00,0,0,0,-0.882
2019-01-05 08:00,2019-01-05 08:00,5.739,0.010,0.012,-0.776
2019-01-05 09:00,2019-01-05 09:00,86.210,0.045,0.056,0.090
2019-01-05 10:00,2019-01-05 10:00,212.312,0.124,0.095,1.138
2019-01-05 11:00,2019-01-05 11:00,290.640,0.183,0.112,2.094
2019-01-05 12:00,2019-01-05 12:00,298.153,0.190,0.113,2.879
2019-01-05 13:00,2019-01-05 13:00,246.875,0.155,0.099,3.052
2019-01-05 14:00,2019-01-05 14:00,137.991,0.082,0.068,2.358
2019-01-05 15:00,2019-01-05 15:00,21.833,0.019,0.021,0.716
2019-01-05 16:00,2019-01-05 16:00,0,0,0,-0.027
2019-01-05 17:00,2019-01-05 17:00,0,0,0,0.185
2019-01-05 18:00,2019-01-05 18:00,0,0,0,0.513
2019-01-05 19:00,2019-01-05 19:00,0,0,0,0.753
2019-01-05 20:00,2019-01-05 20:00,0,0,0,0.882
2019-01-05 21:00,2019-01-05 21:00,0,0,0,1.025
2019-01-05 22:00,2019-01-05 22:00,0,0,0,1.300
2019-01-05 23:00,2019-01-05 23:00,0,0,0,1.518
2019-01-06 00:00,2019-01-06 00:00,0,0,0,1.723
2019-01-06 01:00,2019-01-06 01:00,0,0,0,1.942
2019-01-06 02:00,2019-01-06 02:00,0,0,0,2.067
2019-01-06 03:00,2019-01-06 03:00,0,0,0,2.130
2019-01-06 04:00,2019-01-06 04:00,0,0,0,2.114
2019-01-06 05:00,2019-01-06 05:00,0,0,0,2.129
2019-01-06 06:00,2019-01-06 06:00,0,0,0,2.239
2019-01-06 07:00,2019-01-06 07:00,0,0,0,2.220
2019-01-06 08:00,2019-01-06 08:00,0,0.003,0.009,2.184
2019-01-06 09:00,2019-01-06 09:00,40.968,0.012,0.047,3.268
2019-01-06 10:00,2019-01-06 10:00,64.506,0.013,0.069,3.966
2019-01-06 11:00,2019-01-06 11:00,59.991,0.009,0.069,4.358
2019-01-06 12:00,2019-01-06 12:00,84.047,0.015,0.086,4.817
2019-01-06 13:00,2019-01-06 13:00,77.950,0.017,0.078,5.020
2019-01-06 14:00,2019-01-06 14:00,47.100,0.013,0.053,4.675
2019-01-06 15:00,2019-01-06 15:00,2.154,0.003,0.014,3.739
2019-01-06 16:00,2019-01-06 16:00,0,0,0,3.331
2019-01-06 17:00,2019-01-06 17:00,0,0,0,3.594
2019-01-06 18:00,2019-01-06 18:00,0,0,0,3.851
2019-01-06 19:00,2019-01-06 19:00,0,0,0,3.993
2019-01-06 20:00,2019-01-06 20:00,0,0,0,4.051
2019-01-06 21:00,2019-01-06 21:00,0,0,0,4.059
2019-01-06 22:00,2019-01-06 22:00,0,0,0,3.860
2019-01-06 23:00,2019-01-06 23:00,0,0,0,3.587
2019-01-07 00:00,2019-01-07 00:00,0,0,0,3.623
2019-01-07 01:00,2019-01-07 01:00,0,0,0,3.560
2019-01-07 02:00,2019-01-07 02:00,0,0,0,3.287
2019-01-07 03:00,2019-01-07 03:00,0,0,0,3.232
2019-01-07 04:00,2019-01-07 04:00,0,0,0,3.220
2019-01-07 05:00,2019-01-07 05:00,0,0,0,3.408
2019-01-07 06:00,2019-01-07 06:00,0,0,0,3.781
2019-01-07 07:00,2019-01-07 07:00,0,0,0,4.201
2019-01-07 08:00,2019-01-07 08:00,0,0.001,0.006,4.623
2019-01-07 09:00,2019-01-07 09:00,22.105,0.005,0.035,5.307
2019-01-07 10:00,2019-01-07 10:00,56.752,0.011,0.065,6.278
2019-01-07 11:00,2019-01-07 11:00,77.591,0.014,0.082,7.340
2019-01-07 12:00,2019-01-07 12:00,106.263,0.025,0.099,8.371
2019-01-07 13:00,2019-01-07 13:00,91.871,0.025,0.086,9.045
2019-01-07 14:00,2019-01-07 14:00,72.020,0.026,0.065,9.156
2019-01-07 15:00,2019-01-07 15:00,4.759,0.005,0.016,8.827
2019-01-07 16:00,2019-01-07 16:00,0,0,0,8.485
2019-01-07 17:00,2019-01-07 17:00,0,0,0,8.330
2019-01-07 18:00,2019-01-07 18:00,0,0,0,8.258
2019-01-07 19:00,2019-01-07 19:00,0,0,0,8.239
2019-01-07 20:00,2019-01-07 20:00,0,0,0,8.235
2019-01-07 21:00,2019-01-07 21:00,0,0,0,8.021
2019-01-07 22:00,2019-01-07 22:00,0,0,0,7.278
2019-01-07 23:00,2019-01-07 23:00,0,0,0,6.228
2019-01-08 00:00,2019-01-08 00:00,0,0,0,4.935
2019-01-08 01:00,2019-01-08 01:00,0,0,0,3.938
2019-01-08 02:00,2019-01-08 02:00,0,0,0,3.424
2019-01-08 03:00,2019-01-08 03:00,0,0,0,3.324
2019-01-08 04:00,2019-01-08 04:00,0,0,0,3.201
2019-01-08 05:00,2019-01-08 05:00,0,0,0,3.332
2019-01-08 06:00,2019-01-08 06:00,0,0,0,3.524
2019-01-08 07:00,2019-01-08 07:00,0,0,0,3.979
2019-01-08 08:00,2019-01-08 08:00,0,0.004,0.009,4.472
2019-01-08 09:00,2019-01-08 09:00,46.302,0.019,0.046,5.211
2019-01-08 10:00,2019-01-08 10:00,242.212,0.158,0.095,5.991
2019-01-08 11:00,2019-01-08 11:00,473.874,0.400,0.089,6.822
2019-01-08 12:00,2019-01-08 12:00,535.631,0.479,0.079,7.360
2019-01-08 13:00,2019-01-08 13:00,474.531,0.420,0.072,7.395
2019-01-08 14:00,2019-01-08 14:00,304.958,0.256,0.060,6.842
2019-01-08 15:00,2019-01-08 15:00,71.264,0.063,0.026,5.221
2019-01-08 16:00,2019-01-08 16:00,0,0,0,3.257
2019-01-08 17:00,2019-01-08 17:00,0,0,0,2.741
2019-01-08 18:00,2019-01-08 18:00,0,0,0,2.273
2019-01-08 19:00,2019-01-08 19:00,0,0,0,2.076
2019-01-08 20:00,2019-01-08 20:00,0,0,0,2.171
2019-01-08 21:00,2019-01-08 21:00,0,0,0,2.206
2019-01-08 22:00,2019-01-08 22:00,0,0,0,2.182
2019-01-08 23:00,2019-01-08 23:00,0,0,0,2.044
2019-01-09 00:00,2019-01-09 00:00,0,0,0,1.991
2019-01-09 01:00,2019-01-09 01:00,0,0,0,2.041
2019-01-09 02:00,2019-01-09 02:00,0,0,0,1.824
2019-01-09 03:00,2019-01-09 03:00,0,0,0,1.646
2019-01-09 04:00,2019-01-09 04:00,0,0,0,1.350
2019-01-09 05:00,2019-01-09 05:00,0,0,0,0.732
2019-01-09 06:00,2019-01-09 06:00,0,0,0,0.430
2019-01-09 07:00,2019-01-09 07:00,0,0,0,-0.054
2019-01-09 08:00,2019-01-09 08:00,18.388,0.021,0.014,-0.021
2019-01-09 09:00,2019-01-09 09:00,243.246,0.189,0.059,0.736
2019-01-09 10:00,2019-01-09 10:00,472.358,0.407,0.069,1.891
2019-01-09 11:00,2019-01-09 11:00,553.366,0.491,0.075,3.108
2019-01-09 12:00,2019-01-09 12:00,533.610,0.467,0.079,3.923
2019-01-09 13:00,2019-01-09 13:00,436.425,0.367,0.077,4.155
2019-01-09 14:00,2019-01-09 14:00,272.105,0.216,0.063,3.769
2019-01-09 15:00,2019-01-09 15:00,63.184,0.054,0.026,2.377
2019-01-09 16:00,2019-01-09 16:00,0,0,0,0.650
2019-01-09 17:00,2019-01-09 17:00,0,0,0,0.234
2019-01-09 18:00,2019-01-09 18:00,0,0,0,-0.249
2019-01-09 19:00,2019-01-09 19:00,0,0,0,-0.443
2019-01-09 20:00,2019-01-09 20:00,0,0,0,-0.107
2019-01-09 21:00,2019-01-09 21:00,0,0,0,0.021
2019-01-09 22:00,2019-01-09 22:00,0,0,0,-0.167
2019-01-09 23:00,2019-01-09 23:00,0,0,0,-0.312
2019-01-10 00:00,2019-01-10 00:00,0,0,0,-0.475
2019-01-10 01:00,2019-01-10 01:00,0,0,0,-0.635
2019-01-10 02:00,2019-01-10 02:00,0,0,0,-0.843
2019-01-10 03:00,2019-01-10 03:00,0,0,0,-1.006
2019-01-10 04:00,2019-01-10 04:00,0,0,0,-0.992
2019-01-10 05:00,2019-01-10 05:00,0,0,0,-1.035
2019-01-10 06:00,2019-01-10 06:00,0,0,0,-1.138
2019-01-10 07:00,2019-01-10 07:00,0,0,0,-1.236
2019-01-10 08:00,2019-01-10 08:00,3.578,0.006,0.013,-1.006
2019-01-10 09:00,2019-01-10 09:00,49.403,0.014,0.052,0.155
2019-01-10 10:00,2019-01-10 10:00,76.314,0.016,0.077,1.203
2019-01-10 11:00,2019-01-10 11:00,72.813,0.011,0.079,2.066
2019-01-10 12:00,2019-01-10 12:00,53.544,0.006,0.065,2.720
2019-01-10 13:00,2019-01-10 13:00,32.932,0.003,0.047,3.073
2019-01-10 14:00,2019-01-10 14:00,16.894,0.003,0.032,3.170
2019-01-10 15:00,2019-01-10 15:00,0,0.001,0.010,2.982
2019-01-10 16:00,2019-01-10 16:00,0,0,0,3.037
2019-01-10 17:00,2019-01-10 17:00,0,0,0,3.522
2019-01-10 18:00,2019-01-10 18:00,0,0,0,3.954
2019-01-10 19:00,2019-01-10 19:00,0,0,0,4.325
2019-01-10 20:00,2019-01-10 20:00,0,0,0,4.744
2019-01-10 21:00,2019-01-10 21:00,0,0,0,5.154
2019-01-10 22:00,2019-01-10 22:00,0,0,0,5.372
2019-01-10 23:00,2019-01-10 23:00,0,0,0,4.942
2019-01-11 00:00,2019-01-11 00:00,0,0,0,4.100
2019-01-11 01:00,2019-01-11 01:00,0,0,0,3.416
2019-01-11 02:00,2019-01-11 02:00,0,0,0,2.859
2019-01-11 03:00,2019-01-11 03:00,0,0,0,2.663
2019-01-11 04:00,2019-01-11 04:00,0,0,0,2.943
2019-01-11 05:00,2019-01-11 05:00,0,0,0,3.239
2019-01-11 06:00,2019-01-11 06:00,0,0,0,3.467
2019-01-11 07:00,2019-01-11 07:00,0,0,0,3.669
2019-01-11 08:00,2019-01-11 08:00,0,0.004,0.011,3.927
2019-01-11 09:00,2019-01-11 09:00,37.077,0.010,0.045,4.521
2019-01-11 10:00,2019-01-11 10:00,77.398,0.018,0.077,5.136
2019-01-11 11:00,2019-01-11 11:00,114.736,0.030,0.101,5.898
2019-01-11 12:00,2019-01-11 12:00,151.487,0.051,0.115,6.537
2019-01-11 13:00,2019-01-11 13:00,149.765,0.059,0.105,6.820
2019-01-11 14:00,2019-01-11 14:00,70.644,0.024,0.065,6.482
2019-01-11 15:00,2019-01-11 15:00,6.520,0.005,0.018,5.597
2019-01-11 16:00,2019-01-11 16:00,0,0,0,5.093
2019-01-11 17:00,2019-01-11 17:00,0,0,0,4.989
2019-01-11 18:00,2019-01-11 18:00,0,0,0,4.739
2019-01-11 19:00,2019-01-11 19:00,0,0,0,4.433
2019-01-11 20:00,2019-01-11 20:00,0,0,0,4.160
2019-01-11 21:00,2019-01-11 21:00,0,0,0,3.693
2019-01-11 22:00,2019-01-11 22:00,0,0,0,3.560
2019-01-11 23:00,2019-01-11 23:00,0,0,0,3.556
2019-01-12 00:00,2019-01-12 00:00,0,0,0,3.634
2019-01-12 01:00,2019-01-12 01:00,0,0,0,3.652
2019-01-12 02:00,2019-01-12 02:00,0,0,0,3.743
2019-01-12 03:00,2019-01-12 03:00,0,0,0,3.724
2019-01-12 04:00,2019-01-12 04:00,0,0,0,3.905
2019-01-12 05:00,2019-01-12 05:00,0,0,0,4.595
2019-01-12 06:00,2019-01-12 06:00,0,0,0,5.708
2019-01-12 07:00,2019-01-12 07:00,0,0,0,6.625
2019-01-12 08:00,2019-01-12 08:00,0,0,0.003,7.082
2019-01-12 09:00,2019-01-12 09:00,0,0.001,0.014,7.542
2019-01-12 10:00,2019-01-12 10:00,17.626,0.002,0.034,7.896
2019-01-12 11:00,2019-01-12 11:00,86.669,0.014,0.091,8.368
2019-01-12 12:00,2019-01-12 12:00,96.765,0.017,0.098,8.478
2019-01-12 13:00,2019-01-12 13:00,49.767,0.006,0.063,8.119
2019-01-12 14:00,2019-01-12 14:00,17.440,0.003,0.033,7.700
2019-01-12 15:00,2019-01-12 15:00,0,0.001,0.012,7.304
2019-01-12 16:00,2019-01-12 16:00,0,0,0,7.006
2019-01-12 17:00,2019-01-12 17:00,0,0,0,6.955
2019-01-12 18:00,2019-01-12 18:00,0,0,0,7.033
2019-01-12 19:00,2019-01-12 19:00,0,0,0,7.261
2019-01-12 20:00,2019-01-12 20:00,0,0,0,7.545
2019-01-12 21:00,2019-01-12 21:00,0,0,0,7.694
2019-01-12 22:00,2019-01-12 22:00,0,0,0,7.801
2019-01-12 23:00,2019-01-12 23:00,0,0,0,7.984
2019-01-13 00:00,2019-01-13 00:00,0,0,0,8.177
2019-01-13 01:00,2019-01-13 01:00,0,0,0,8.258
2019-01-13 02:00,2019-01-13 02:00,0,0,0,8.272
2019-01-13 03:00,2019-01-13 03:00,0,0,0,8.308
2019-01-13 04:00,2019-01-13 04:00,0,0,0,8.199
2019-01-13 05:00,2019-01-13 05:00,0,0,0,8.098
2019-01-13 06:00,2019-01-13 06:00,0,0,0,8.049
2019-01-13 07:00,2019-01-13 07:00,0,0,0,8.004
2019-01-13 08:00,2019-01-13 08:00,0,0.003,0.011,7.998
2019-01-13 09:00,2019-01-13 09:00,25.825,0.006,0.039,8.240
2019-01-13 10:00,2019-01-13 10:00,81.452,0.019,0.081,8.667
2019-01-13 11:00,2019-01-13 11:00,153.157,0.052,0.117,9.210
2019-01-13 12:00,2019-01-13 12:00,190.428,0.078,0.128,9.744
2019-01-13 13:00,2019-01-13 13:00,116.364,0.036,0.099,9.951
2019-01-13 14:00,2019-01-13 14:00,37.078,0.008,0.049,9.731
2019-01-13 15:00,2019-01-13 15:00,0.427,0.002,0.014,9.427
2019-01-13 16:00,2019-01-13 16:00,0,0,0,9.096
2019-01-13 17:00,2019-01-13 17:00,0,0,0,8.739
2019-01-13 18:00,2019-01-13 18:00,0,0,0,8.204
2019-01-13 19:00,2019-01-13 19:00,0,0,0,7.518
2019-01-13 20:00,2019-01-13 20:00,0,0,0,6.701
2019-01-13 21:00,2019-01-13 21:00,0,0,0,5.909
2019-01-13 22:00,2019-01-13 22:00,0,0,0,5.392
2019-01-13 23:00,2019-01-13 23:00,0,0,0,5.007
2019-01-14 00:00,2019-01-14 00:00,0,0,0,4.670
2019-01-14 01:00,2019-01-14 01:00,0,0,0,4.521
2019-01-14 02:00,2019-01-14 02:00,0,0,0,4.484
2019-01-14 03:00,2019-01-14 03:00,0,0,0,4.399
2019-01-14 04:00,2019-01-14 04:00,0,0,0,4.425
2019-01-14 05:00,2019-01-14 05:00,0,0,0,4.597
2019-01-14 06:00,2019-01-14 06:00,0,0,0,4.748
2019-01-14 07:00,2019-01-14 07:00,0,0,0,5.137
2019-01-14 08:00,2019-01-14 08:00,0,0.003,0.011,5.493
2019-01-14 09:00,2019-01-14 09:00,36.585,0.009,0.046,5.997
2019-01-14 10:00,2019-01-14 10:00,76.488,0.017,0.077,6.576
2019-01-14 11:00,2019-01-14 11:00,130.585,0.038,0.108,7.204
2019-01-14 12:00,2019-01-14 12:00,226.738,0.109,0.130,7.685
2019-01-14 13:00,2019-01-14 13:00,202.253,0.101,0.115,7.836
2019-01-14 14:00,2019-01-14 14:00,74.605,0.026,0.067,7.375
2019-01-14 15:00,2019-01-14 15:00,10.459,0.006,0.022,6.225
2019-01-14 16:00,2019-01-14 16:00,0,0,0,4.871
2019-01-14 17:00,2019-01-14 17:00,0,0,0,4.543
2019-01-14 18:00,2019-01-14 18:00,0,0,0,4.013
2019-01-14 19:00,2019-01-14 19:00,0,0,0,3.270
2019-01-14 20:00,2019-01-14 20:00,0,0,0,2.468
2019-01-14 21:00,2019-01-14 21:00,0,0,0,2.045
2019-01-14 22:00,2019-01-14 22:00,0,0,0,1.882
2019-01-14 23:00,2019-01-14 23:00,0,0,0,2.558
2019-01-15 00:00,2019-01-15 00:00,0,0,0,3.046
2019-01-15 01:00,2019-01-15 01:00,0,0,0,3.161
2019-01-15 02:00,2019-01-15 02:00,0,0,0,3.298
2019-01-15 03:00,2019-01-15 03:00,0,0,0,3.578
2019-01-15 04:00,2019-01-15 04:00,0,0,0,3.770
2019-01-15 05:00,2019-01-15 05:00,0,0,0,3.896
2019-01-15 06:00,2019-01-15 06:00,0,0,0,4.249
2019-01-15 07:00,2019-01-15 07:00,0,0,0,4.863
2019-01-15 08:00,2019-01-15 08:00,0,0.001,0.007,5.419
2019-01-15 09:00,2019-01-15 09:00,19.839,0.004,0.034,6.100
2019-01-15 10:00,2019-01-15 10:00,51.442,0.007,0.063,6.807
2019-01-15 11:00,2019-01-15 11:00,88.102,0.015,0.091,7.448
2019-01-15 12:00,2019-01-15 12:00,117.082,0.026,0.108,7.969
2019-01-15 13:00,2019-01-15 13:00,88.653,0.019,0.088,8.149
2019-01-15 14:00,2019-01-15 14:00,47.066,0.010,0.056,8.000
2019-01-15 15:00,2019-01-15 15:00,3.199,0.002,0.017,7.584
2019-01-15 16:00,2019-01-15 16:00,0,0,0,7.234
2019-01-15 17:00,2019-01-15 17:00,0,0,0,7.147
2019-01-15 18:00,2019-01-15 18:00,0,0,0,7.023
2019-01-15 19:00,2019-01-15 19:00,0,0,0,6.941
2019-01-15 20:00,2019-01-15 20:00,0,0,0,6.814
2019-01-15 21:00,2019-01-15 21:00,0,0,0,6.630
2019-01-15 22:00,2019-01-15 22:00,0,0,0,6.499
2019-01-15 23:00,2019-01-15 23:00,0,0,0,6.422
2019-01-16 00:00,2019-01-16 00:00,0,0,0,6.425
2019-01-16 01:00,2019-01-16 01:00,0,0,0,6.696
2019-01-16 02:00,2019-01-16 02:00,0,0,0,6.862
2019-01-16 03:00,2019-01-16 03:00,0,0,0,6.964
2019-01-16 04:00,2019-01-16 04:00,0,0,0,7.048
2019-01-16 05:00,2019-01-16 05:00,0,0,0,7.142
2019-01-16 06:00,2019-01-16 06:00,0,0,0,7.131
2019-01-16 07:00,2019-01-16 07:00,0,0,0,7.008
2019-01-16 08:00,2019-01-16 08:00,2.911,0.004,0.014,7.038
2019-01-16 09:00,2019-01-16 09:00,27.143,0.006,0.040,7.490
2019-01-16 10:00,2019-01-16 10:00,72.397,0.015,0.076,8.133
2019-01-16 11:00,2019-01-16 11:00,145.823,0.046,0.117,8.870
2019-01-16 12:00,2019-01-16 12:00,197.438,0.081,0.132,9.270
2019-01-16 13:00,2019-01-16 13:00,98.332,0.026,0.091,8.876
2019-01-16 14:00,2019-01-16 14:00,81.873,0.028,0.073,7.838
2019-01-16 15:00,2019-01-16 15:00,14.224,0.007,0.025,6.194
2019-01-16 16:00,2019-01-16 16:00,0,0,0,4.568
2019-01-16 17:00,2019-01-16 17:00,0,0,0,3.623
2019-01-16 18:00,2019-01-16 18:00,0,0,0,2.781
2019-01-16 19:00,2019-01-16 19:00,0,0,0,2.834
2019-01-16 20:00,2019-01-16 20:00,0,0,0,2.941
2019-01-16 21:00,2019-01-16 21:00,0,0,0,3.119
2019-01-16 22:00,2019-01-16 22:00,0,0,0,2.823
2019-01-16 23:00,2019-01-16 23:00,0,0,0,2.949
2019-01-17 00:00,2019-01-17 00:00,0,0,0,3.048
2019-01-17 01:00,2019-01-17 01:00,0,0,0,3.246
2019-01-17 02:00,2019-01-17 02:00,0,0,0,3.269
2019-01-17 03:00,2019-01-17 03:00,0,0,0,3.004
2019-01-17 04:00,2019-01-17 04:00,0,0,0,2.358
2019-01-17 05:00,2019-01-17 05:00,0,0,0,2.118
2019-01-17 06:00,2019-01-17 06:00,0,0,0,1.867
2019-01-17 07:00,2019-01-17 07:00,0,-0,0,1.104
2019-01-17 08:00,2019-01-17 08:00,116.186,0.106,0.023,0.103
2019-01-17 09:00,2019-01-17 09:00,385.383,0.330,0.054,0.419
2019-01-17 10:00,2019-01-17 10:00,546.015,0.488,0.065,1.622
2019-01-17 11:00,2019-01-17 11:00,612.052,0.558,0.072,2.894
2019-01-17 12:00,2019-01-17 12:00,591.828,0.533,0.076,3.627
